username,raw_text,clean_text,case_folding_text,tokenized_text,normalized_text,stopword_text,frequency_tokens_text,stemmed_text
Razieq97,"@AdhieMassardi Setelah menaikkan BBM, kemudian dibuat Peraturan untuk mencekik rakyat, dengan cara memaksa rakyat memakai produk Pertamina walaupun harganya mahal, dan SPBU asing tidak diperbolehkan menjual BBM dIbawah  harga BBM Pertamina. Hanya iblis yang tega membuat peraturan sekejam ini.",setelah menaikkan bbm kemudian dibuat peraturan untuk mencekik rakyat dengan cara memaksa rakyat memakai produk pertamina walaupun harganya mahal dan spbu asing tidak diperbolehkan menjual bbm dibawah harga bbm pertamina hanya iblis yang tega membuat peraturan sekejam ini,setelah menaikkan bbm kemudian dibuat peraturan untuk mencekik rakyat dengan cara memaksa rakyat memakai produk pertamina walaupun harganya mahal dan spbu asing tidak diperbolehkan menjual bbm dibawah harga bbm pertamina hanya iblis yang tega membuat peraturan sekejam ini,setelah menaikkan bbm kemudian dibuat peraturan untuk mencekik rakyat dengan cara memaksa rakyat memakai produk pertamina walaupun harganya mahal dan spbu asing tidak diperbolehkan menjual bbm dibawah harga bbm pertamina hanya iblis yang tega membuat peraturan sekejam ini,setelah menaikkan bbm kemudian dibuat peraturan untuk mencekik rakyat dengan cara memaksa rakyat memakai produk pertamina walaupun harganya mahal dan spbu asing tidak diperbolehkan menjual bbm dibawah harga bbm pertamina hanya iblis yang tega membuat peraturan sekejam ini,menaikkan bbm peraturan mencekik rakyat memaksa rakyat memakai produk pertamina harganya mahal spbu asing diperbolehkan menjual bbm dibawah harga bbm pertamina iblis tega peraturan sekejam,menaikkan(1) bbm(3) peraturan(2) mencekik(1) rakyat(2) memaksa(1) memakai(1) produk(1) pertamina(2) harganya(1) mahal(1) spbu(1) asing(1) diperbolehkan(1) menjual(1) dibawah(1) harga(1) iblis(1) tega(1) sekejam(1),naik bbm atur cekik rakyat paksa rakyat pakai produk pertamina harga mahal spbu asing boleh jual bbm bawah harga bbm pertamina iblis tega atur kejam
Razieq97,"@BosPurwa Peraturan dIbuat untuk mencekik rakyat, pemerintah ingin memaksa rakyat memakai produk Pertamina walaupun mahal, dan SPBU asing tidak diperbolehkan menjual BBM dIbawah  harga BBM Pertamina. Hanya iblis yang tega membuat peraturan sekejam ini.",peraturan dibuat untuk mencekik rakyat pemerintah ingin memaksa rakyat memakai produk pertamina walaupun mahal dan spbu asing tidak diperbolehkan menjual bbm dibawah harga bbm pertamina hanya iblis yang tega membuat peraturan sekejam ini,peraturan dibuat untuk mencekik rakyat pemerintah ingin memaksa rakyat memakai produk pertamina walaupun mahal dan spbu asing tidak diperbolehkan menjual bbm dibawah harga bbm pertamina hanya iblis yang tega membuat peraturan sekejam ini,peraturan dibuat untuk mencekik rakyat pemerintah ingin memaksa rakyat memakai produk pertamina walaupun mahal dan spbu asing tidak diperbolehkan menjual bbm dibawah harga bbm pertamina hanya iblis yang tega membuat peraturan sekejam ini,peraturan dibuat untuk mencekik rakyat pemerintah ingin memaksa rakyat memakai produk pertamina walaupun mahal dan spbu asing tidak diperbolehkan menjual bbm dibawah harga bbm pertamina hanya iblis yang tega membuat peraturan sekejam ini,peraturan mencekik rakyat pemerintah memaksa rakyat memakai produk pertamina mahal spbu asing diperbolehkan menjual bbm dibawah harga bbm pertamina iblis tega peraturan sekejam,peraturan(2) mencekik(1) rakyat(2) pemerintah(1) memaksa(1) memakai(1) produk(1) pertamina(2) mahal(1) spbu(1) asing(1) diperbolehkan(1) menjual(1) bbm(2) dibawah(1) harga(1) iblis(1) tega(1) sekejam(1),atur cekik rakyat perintah paksa rakyat pakai produk pertamina mahal spbu asing boleh jual bbm bawah harga bbm pertamina iblis tega atur kejam
seringham62617,"@erickthohir Setelah kasus korupsi di PT Pertamina terbongkar, tidak ada alasan lagi untuk mempertahankan harga BBM yang mencekik rakyat. Saatnya @erickthohir  @bahlillahadalia  dan pemerintah bertindak tegas,turunkan harga BBM sekarang! Kesempatan di moment ramadhan Mubarak.",setelah kasus korupsi di pt pertamina terbongkar tidak ada alasan lagi untuk mempertahankan harga bbm yang mencekik rakyat saatnya dan pemerintah bertindak tegas turunkan harga bbm sekarang kesempatan di moment ramadhan mubarak,setelah kasus korupsi di pt pertamina terbongkar tidak ada alasan lagi untuk mempertahankan harga bbm yang mencekik rakyat saatnya dan pemerintah bertindak tegas turunkan harga bbm sekarang kesempatan di moment ramadhan mubarak,setelah kasus korupsi di pt pertamina terbongkar tidak ada alasan lagi untuk mempertahankan harga bbm yang mencekik rakyat saatnya dan pemerintah bertindak tegas turunkan harga bbm sekarang kesempatan di moment ramadhan mubarak,setelah kasus korupsi di pt pertamina terbongkar tidak ada alasan lagi untuk mempertahankan harga bbm yang mencekik rakyat saatnya dan pemerintah bertindak tegas turunkan harga bbm sekarang kesempatan di moment ramadhan mubarak,korupsi pt pertamina terbongkar alasan mempertahankan harga bbm mencekik rakyat pemerintah bertindak turunkan harga bbm kesempatan moment ramadhan mubarak,korupsi(1) pt(1) pertamina(1) terbongkar(1) alasan(1) mempertahankan(1) harga(2) bbm(2) mencekik(1) rakyat(1) pemerintah(1) bertindak(1) turunkan(1) kesempatan(1) moment(1) ramadhan(1) mubarak(1),korupsi pt pertamina bongkar alas tahan harga bbm cekik rakyat perintah tindak turun harga bbm sempat moment ramadhan mubarak
saopenabaca,"@geloraco Ko BBM langkah dan tiba² harga naik, seperti Pertamax &amp; BBM lainnya dr non pemerintah...Smntra utk Subsidi hrs pake barcode,,aneh bin ajaib aturan ini...",ko bbm langkah dan tiba harga naik seperti pertamax amp bbm lainnya dr non pemerintah smntra utk subsidi hrs pake barcode aneh bin ajaib aturan ini,ko bbm langkah dan tiba harga naik seperti pertamax amp bbm lainnya dr non pemerintah smntra utk subsidi hrs pake barcode aneh bin ajaib aturan ini,ko bbm langkah dan tiba harga naik seperti pertamax amp bbm lainnya dr non pemerintah smntra utk subsidi hrs pake barcode aneh bin ajaib aturan ini,ko bbm langkah dan tiba harga naik seperti pertamax amp bbm lainnya dari non pemerintah smntra untuk subsidi hrs pakai barcode aneh bin ajaib aturan ini,ko bbm langkah harga pertamax amp bbm non pemerintah smntra subsidi hrs pakai barcode aneh bin ajaib aturan,ko(1) bbm(2) langkah(1) harga(1) pertamax(1) amp(1) non(1) pemerintah(1) smntra(1) subsidi(1) hrs(1) pakai(1) barcode(1) aneh(1) bin(1) ajaib(1) aturan(1),ko bbm langkah harga pertamax amp bbm non perintah smntra subsidi hrs pakai barcode aneh bin ajaib atur
HinoBalap,"Belom setahun kerja, udah nganeh2 aja
- Pengurangan operasional transportasi umum (khususnya BisKita dan Teman Bus)
- Harga BBM naik
- Elpiji 3kg distop, diganti non-subsidi

cc @krishnayana95 kali2 mau nambahin :) https://t.co/upgeOxwR3C",belom setahun kerja udah nganeh aja pengurangan operasional transportasi umum khususnya biskita dan teman bus harga bbm naik elpiji kg distop diganti non subsidi cc kali mau nambahin,belom setahun kerja udah nganeh aja pengurangan operasional transportasi umum khususnya biskita dan teman bus harga bbm naik elpiji kg distop diganti non subsidi cc kali mau nambahin,belom setahun kerja udah nganeh aja pengurangan operasional transportasi umum khususnya biskita dan teman bus harga bbm naik elpiji kg distop diganti non subsidi cc kali mau nambahin,belom setahun kerja udah nganeh saja pengurangan operasional transportasi umum khususnya biskita dan teman bus harga bbm naik elpiji kg distop diganti non subsidi cc kali mau nambahin,belom setahun kerja udah nganeh pengurangan operasional transportasi biskita teman bus harga bbm elpiji kg distop diganti non subsidi cc kali nambahin,belom(1) setahun(1) kerja(1) udah(1) nganeh(1) pengurangan(1) operasional(1) transportasi(1) biskita(1) teman(1) bus(1) harga(1) bbm(1) elpiji(1) kg(1) distop(1) diganti(1) non(1) subsidi(1) cc(1) kali(1) nambahin(1),bom tahun kerja udah nganeh kurang operasional transportasi biskita teman bus harga bbm elpiji kg stop ganti non subsidi cc kali nambahin
Jateng_Twit,Harga bbm NON subsidi naik per 1 Februari 2025 https://t.co/XFnfojqcUh,harga bbm non subsidi naik per februari,harga bbm non subsidi naik per februari,harga bbm non subsidi naik per februari,harga bbm non subsidi naik per februari,harga bbm non subsidi februari,harga(1) bbm(1) non(1) subsidi(1) februari(1),harga bbm non subsidi februari
raihanaditya86,"@innovacommunity Bbm non subsidi harusnya ikutin harga minyak dunia. Tp di indo nggak ngaruh, minyak dunia turun mau kaya gimanapun tetep harga segitu2 aja. Giliran harga dunia naik langsung ikutan naik",bbm non subsidi harusnya ikutin harga minyak dunia tp di indo nggak ngaruh minyak dunia turun mau kaya gimanapun tetep harga segitu aja giliran harga dunia naik langsung ikutan naik,bbm non subsidi harusnya ikutin harga minyak dunia tp di indo nggak ngaruh minyak dunia turun mau kaya gimanapun tetep harga segitu aja giliran harga dunia naik langsung ikutan naik,bbm non subsidi harusnya ikutin harga minyak dunia tp di indo nggak ngaruh minyak dunia turun mau kaya gimanapun tetep harga segitu aja giliran harga dunia naik langsung ikutan naik,bbm non subsidi harusnya ikutin harga minyak dunia tapi di indo tidak berpengaruh minyak dunia turun mau kaya gimanapun tetep harga segitu saja giliran harga dunia naik langsung ikutan naik,bbm non subsidi ikutin harga minyak dunia indo berpengaruh minyak dunia turun kaya gimanapun tetep harga segitu giliran harga dunia langsung ikutan,bbm(1) non(1) subsidi(1) ikutin(1) harga(3) minyak(2) dunia(3) indo(1) berpengaruh(1) turun(1) kaya(1) gimanapun(1) tetep(1) segitu(1) giliran(1) langsung(1) ikutan(1),bbm non subsidi ikutin harga minyak dunia indo pengaruh minyak dunia turun kaya gimanapun tetep harga segitu gilir harga dunia langsung ikut
suaminyafanny,"@e100ss LPG naik, beberapa bahan pokok juga naik, air mineral naik, bbm non subsidi juga naik.
Oh iya kali aja kalau gak ada bapak ini kenaikannya bisa 500% yaaa.
Terimakasih pak prab",lpg naik beberapa bahan pokok juga naik air mineral naik bbm non subsidi juga naik oh iya kali aja kalau gak ada bapak ini kenaikannya bisa yaaa terimakasih pak prab,lpg naik beberapa bahan pokok juga naik air mineral naik bbm non subsidi juga naik oh iya kali aja kalau gak ada bapak ini kenaikannya bisa yaaa terimakasih pak prab,lpg naik beberapa bahan pokok juga naik air mineral naik bbm non subsidi juga naik oh iya kali aja kalau gak ada bapak ini kenaikannya bisa yaaa terimakasih pak prab,lpg naik beberapa bahan pokok juga naik air mineral naik bbm non subsidi juga naik oh iya kali saja kalau tidak ada bapak ini kenaikannya bisa yaaa terimakasih pak prab,lpg bahan pokok air mineral bbm non subsidi oh iya kali kenaikannya yaaa terimakasih prab,lpg(1) bahan(1) pokok(1) air(1) mineral(1) bbm(1) non(1) subsidi(1) oh(1) iya(1) kali(1) kenaikannya(1) yaaa(1) terimakasih(1) prab(1),lpg bahan pokok air mineral bbm non subsidi oh iya kali naik yaaa terimakasih prab
SINDOnews,"Harga BBM Non-Subsidi Naik, Ini Cara Hemat Bensin Motor
https://t.co/QEVoJJmg85",harga bbm non subsidi naik ini cara hemat bensin motor,harga bbm non subsidi naik ini cara hemat bensin motor,harga bbm non subsidi naik ini cara hemat bensin motor,harga bbm non subsidi naik ini cara hemat bensin motor,harga bbm non subsidi hemat bensin motor,harga(1) bbm(1) non(1) subsidi(1) hemat(1) bensin(1) motor(1),harga bbm non subsidi hemat bensin motor
cnbcindonesia,"1 Januari 2025, Harga BBM Non Subsidi Naik
https://t.co/gnclmy8Ng5",januari harga bbm non subsidi naik,januari harga bbm non subsidi naik,januari harga bbm non subsidi naik,januari harga bbm non subsidi naik,januari harga bbm non subsidi,januari(1) harga(1) bbm(1) non(1) subsidi(1),januari harga bbm non subsidi
e100ss,"Memasuki tahun 2025 ada sejumlah informasi baru seputar kenaikan harga Bahan Bakar Minyak (BBM) non subsidi di SPBU di seluruh Indonesia per 1 Januari 2025.

Berikut informasinya, Kawan!

#BBM #NonSubsidi #Naik #JawaTimur #Surabaya #SuaraSurbaya #SuaraSurabayaMedia #infografiss https://t.co/CiJkRq9MDw",memasuki tahun ada sejumlah informasi baru seputar kenaikan harga bahan bakar minyak bbm non subsidi di spbu di seluruh indonesia per januari berikut informasinya kawan,memasuki tahun ada sejumlah informasi baru seputar kenaikan harga bahan bakar minyak bbm non subsidi di spbu di seluruh indonesia per januari berikut informasinya kawan,memasuki tahun ada sejumlah informasi baru seputar kenaikan harga bahan bakar minyak bbm non subsidi di spbu di seluruh indonesia per januari berikut informasinya kawan,memasuki tahun ada sejumlah informasi baru seputar kenaikan harga bahan bakar minyak bbm non subsidi di spbu di seluruh indonesia per januari berikut informasinya kawan,memasuki informasi seputar kenaikan harga bahan bakar minyak bbm non subsidi spbu indonesia januari informasinya kawan,memasuki(1) informasi(1) seputar(1) kenaikan(1) harga(1) bahan(1) bakar(1) minyak(1) bbm(1) non(1) subsidi(1) spbu(1) indonesia(1) januari(1) informasinya(1) kawan(1),pasuk informasi putar naik harga bahan bakar minyak bbm non subsidi spbu indonesia januari informasi kawan
vangkitongki,"@idextratime Ini yg pada marah² ga tau ya, kalo tiap tanggal 1 eti ngepost update perubahan harga BBM di Pertamina dan SPBU swasta lainnya. Untuk non subsidi (selain Pertalite) kadang naik, pernah juga turun ngikutin harga pasar. Pertalite mah ya tetep segitu aja selama ngga ada perubahan 😁.",ini yg pada marah ga tau ya kalo tiap tanggal eti ngepost update perubahan harga bbm di pertamina dan spbu swasta lainnya untuk non subsidi selain pertalite kadang naik pernah juga turun ngikutin harga pasar pertalite mah ya tetep segitu aja selama ngga ada perubahan,ini yg pada marah ga tau ya kalo tiap tanggal eti ngepost update perubahan harga bbm di pertamina dan spbu swasta lainnya untuk non subsidi selain pertalite kadang naik pernah juga turun ngikutin harga pasar pertalite mah ya tetep segitu aja selama ngga ada perubahan,ini yg pada marah ga tau ya kalo tiap tanggal eti ngepost update perubahan harga bbm di pertamina dan spbu swasta lainnya untuk non subsidi selain pertalite kadang naik pernah juga turun ngikutin harga pasar pertalite mah ya tetep segitu aja selama ngga ada perubahan,ini yang pada marah tidak tau ya kalau tiap tanggal eti ngepost update perubahan harga bbm di pertamina dan spbu swasta lainnya untuk non subsidi selain pertalite kadang naik pernah juga turun ngikutin harga pasar pertalite mah ya tetep segitu saja selama tidak ada perubahan,marah tau ya tanggal eti ngepost update perubahan harga bbm pertamina spbu swasta non subsidi pertalite kadang turun ngikutin harga pasar pertalite mah ya tetep segitu perubahan,marah(1) tau(1) ya(2) tanggal(1) eti(1) ngepost(1) update(1) perubahan(2) harga(2) bbm(1) pertamina(1) spbu(1) swasta(1) non(1) subsidi(1) pertalite(2) kadang(1) turun(1) ngikutin(1) pasar(1) mah(1) tetep(1) segitu(1),marah tau ya tanggal eti ngepost update ubah harga bbm pertamina spbu swasta non subsidi pertalite kadang turun ngikutin harga pasar pertalite mah ya tetep segitu ubah
merapi_uncover,"[Breaking news] NAIK
Kenaikan BBM (hanya) NON SUBSIDI untuk wilayah Daerah Istimewa Yogyakarta mulai tanggal 1 Januari 2025

•Pertamax 92 Rp 12.100 » Rp𝟏𝟐.𝟓𝟎𝟎
•Pertamax TURBO Rp 13.550 » Rp𝟏𝟑.𝟕𝟎𝟎
•Dex Lite Rp 13.400 » Rp𝟏𝟑.𝟔𝟎𝟎
•Pertamina Dex Rp 13.800 » https://t.co/szxCSVNTPw",breaking news naik kenaikan bbm hanya non subsidi untuk wilayah daerah istimewa yogyakarta mulai tanggal januari pertamax rp rp pertamax turbo rp rp dex lite rp rp pertamina dex rp,breaking news naik kenaikan bbm hanya non subsidi untuk wilayah daerah istimewa yogyakarta mulai tanggal januari pertamax rp rp pertamax turbo rp rp dex lite rp rp pertamina dex rp,breaking news naik kenaikan bbm hanya non subsidi untuk wilayah daerah istimewa yogyakarta mulai tanggal januari pertamax rp rp pertamax turbo rp rp dex lite rp rp pertamina dex rp,breaking news naik kenaikan bbm hanya non subsidi untuk wilayah daerah istimewa yogyakarta mulai tanggal januari pertamax rp rp pertamax turbo rp rp dex lite rp rp pertamina dex rp,breaking news kenaikan bbm non subsidi wilayah daerah istimewa yogyakarta tanggal januari pertamax rp rp pertamax turbo rp rp dex lite rp rp pertamina dex rp,breaking(1) news(1) kenaikan(1) bbm(1) non(1) subsidi(1) wilayah(1) daerah(1) istimewa(1) yogyakarta(1) tanggal(1) januari(1) pertamax(2) rp(7) turbo(1) dex(2) lite(1) pertamina(1),breaking news naik bbm non subsidi wilayah daerah istimewa yogyakarta tanggal januari pertamax rp rp pertamax turbo rp rp dex lite rp rp pertamina dex rp
novembeer8,"@idextratime Padahal BBM non subsidi mah tiap bulan emang naik/turun ngikutin harga minyak dunia, tapi ko pada galak galak bangat komennya",padahal bbm non subsidi mah tiap bulan emang naik turun ngikutin harga minyak dunia tapi ko pada galak galak bangat komennya,padahal bbm non subsidi mah tiap bulan emang naik turun ngikutin harga minyak dunia tapi ko pada galak galak bangat komennya,padahal bbm non subsidi mah tiap bulan emang naik turun ngikutin harga minyak dunia tapi ko pada galak galak bangat komennya,padahal bbm non subsidi mah tiap bulan emang naik turun ngikutin harga minyak dunia tapi ko pada galak galak bangat komennya,bbm non subsidi mah emang turun ngikutin harga minyak dunia ko galak galak bangat komennya,bbm(1) non(1) subsidi(1) mah(1) emang(1) turun(1) ngikutin(1) harga(1) minyak(1) dunia(1) ko(1) galak(2) bangat(1) komennya(1),bbm non subsidi mah emang turun ngikutin harga minyak dunia ko galak galak bangat komennya
Harian_Jogja,"Non-subsidi Resmi Naik, Ini Harga Terbaru BBM Mulai 1 Januari 2025 https://t.co/XQVBCuZJn4 https://t.co/ymHu1uzJxY",non subsidi resmi naik ini harga terbaru bbm mulai januari,non subsidi resmi naik ini harga terbaru bbm mulai januari,non subsidi resmi naik ini harga terbaru bbm mulai januari,non subsidi resmi naik ini harga terbaru bbm mulai januari,non subsidi resmi harga terbaru bbm januari,non(1) subsidi(1) resmi(1) harga(1) terbaru(1) bbm(1) januari(1),non subsidi resmi harga baru bbm januari
StefanAntonio__,"@Notonogoro67941 Untuk kategori BBM Non Subsidi memang sering turun naik Bro
Karena dipengaruhi langsung harga minyak mentah dunia
Coba baca berita CNBC ini ..
Alasan yang sama persis dengan kenaikan BBM besok, malah awal Oktober pertamax turun dari 12.950 jadi 12.100
Kalau urusan BBM non subsidi https://t.co/sRhk1vtkzg",untuk kategori bbm non subsidi memang sering turun naik bro karena dipengaruhi langsung harga minyak mentah dunia coba baca berita cnbc ini alasan yang sama persis dengan kenaikan bbm besok malah awal oktober pertamax turun dari jadi kalau urusan bbm non subsidi,untuk kategori bbm non subsidi memang sering turun naik bro karena dipengaruhi langsung harga minyak mentah dunia coba baca berita cnbc ini alasan yang sama persis dengan kenaikan bbm besok malah awal oktober pertamax turun dari jadi kalau urusan bbm non subsidi,untuk kategori bbm non subsidi memang sering turun naik bro karena dipengaruhi langsung harga minyak mentah dunia coba baca berita cnbc ini alasan yang sama persis dengan kenaikan bbm besok malah awal oktober pertamax turun dari jadi kalau urusan bbm non subsidi,untuk kategori bbm non subsidi memang sering turun naik bro karena dipengaruhi langsung harga minyak mentah dunia coba baca berita cnbc ini alasan yang sama persis dengan kenaikan bbm besok malah awal oktober pertamax turun dari jadi kalau urusan bbm non subsidi,kategori bbm non subsidi turun bro dipengaruhi langsung harga minyak mentah dunia coba baca berita cnbc alasan persis kenaikan bbm besok oktober pertamax turun urusan bbm non subsidi,kategori(1) bbm(3) non(2) subsidi(2) turun(2) bro(1) dipengaruhi(1) langsung(1) harga(1) minyak(1) mentah(1) dunia(1) coba(1) baca(1) berita(1) cnbc(1) alasan(1) persis(1) kenaikan(1) besok(1) oktober(1) pertamax(1) urusan(1),kategori bbm non subsidi turun bro pengaruh langsung harga minyak mentah dunia coba baca berita cnbc alas persis naik bbm besok oktober pertamax turun urus bbm non subsidi
